0	1
200	601
400	1201
600	1801
800	2401
1000	3001
1200	3601
1400	4201
1600	4801
1800	5401
2000	6001
2200	6601
2400	7201
2600	7801
2800	8401
3000	9001
3200	9601
3400	10201
3600	10801
3800	11401
4000	12001
4200	12601
4400	13201
4600	13801
4800	14401
5000	15001
5200	15601
5400	16201
5600	16801
5800	17401
6000	18001
6200	18601
6400	19201
6600	19801
6800	20401
7000	21001
7200	21601
7400	22201
7600	22801
7800	23401
8000	24001
8200	24601
8400	25201
8600	25801
8800	26401
9000	27001
9200	27601
9400	28201
9600	28801
9800	29401
10000	30001
10200	30601
10400	31201
10600	31801
10800	32401
11000	33001
11200	33601
11400	34201
11600	34801
11800	35401
12000	36001
12200	36601
12400	37201
12600	37801
12800	38401
13000	39001
13200	39601
13400	40201
13600	40801
13800	41401
14000	42001
14200	42601
14400	43201
14600	43801
14800	44401
15000	45001
15200	45601
15400	46201
15600	46801
15800	47401
16000	48001
16200	48601
16400	49201
16600	49801
16800	50401
17000	51001
17200	51601
17400	52201
17600	52801
17800	53401
18000	54001
18200	54601
18400	55201
18600	55801
18800	56401
19000	57001
19200	57601
19400	58201
19600	58801
19800	59401
20000	60001
20200	60601
20400	61201
20600	61801
20800	62401
21000	63001
21200	63601
21400	64201
21600	64801
21800	65401
22000	66001
22200	66601
22400	67201
22600	67801
22800	68401
23000	69001
23200	69601
23400	70201
23600	70801
23800	71401
24000	72001
24200	72601
24400	73201
24600	73801
24800	74401
25000	75001
25200	75601
25400	76201
25600	76801
25800	77401
26000	78001
26200	78601
26400	79201
26600	79801
26800	80401
27000	81001
27200	81601
27400	82201
27600	82801
27800	83401
28000	84001
28200	84601
28400	85201
28600	85801
28800	86401
29000	87001
29200	87601
29400	88201
29600	88801
29800	89401
30000	90001
30200	90601
30400	91201
30600	91801
30800	92401
31000	93001
31200	93601
31400	94201
31600	94801
31800	95401
32000	96001
32200	96601
32400	97201
32600	97801
32800	98401
33000	99001
33200	99601
33400	100201
33600	100801
33800	101401
34000	102001
34200	102601
34400	103201
34600	103801
34800	104401
35000	105001
35200	105601
35400	106201
35600	106801
35800	107401
36000	108001
36200	108601
36400	109201
36600	109801
36800	110401
37000	111001
37200	111601
37400	112201
37600	112801
37800	113401
38000	114001
38200	114601
38400	115201
38600	115801
38800	116401
39000	117001
39200	117601
39400	118201
39600	118801
39800	119401
40000	120001
