0	0
100	300
200	600
300	900
400	1200
500	1500
600	1800
700	2100
800	2400
900	2700
1000	3000
1100	3300
1200	3600
1300	3900
1400	4200
1500	4500
1600	4800
1700	5100
1800	5400
1900	5700
2000	6000
2100	6300
2200	6600
2300	6900
2400	7200
2500	7500
2600	7800
2700	8100
2800	8400
2900	8700
3000	9000
3100	9300
3200	9600
3300	9900
3400	10200
3500	10500
3600	10800
3700	11100
3800	11400
3900	11700
4000	12000
4100	12300
4200	12600
4300	12900
4400	13200
4500	13500
4600	13800
4700	14100
4800	14400
4900	14700
5000	15000
5100	15300
5200	15600
5300	15900
5400	16200
5500	16500
5600	16800
5700	17100
5800	17400
5900	17700
6000	18000
6100	18300
6200	18600
6300	18900
6400	19200
6500	19500
6600	19800
6700	20100
6800	20400
6900	20700
7000	21000
7100	21300
7200	21600
7300	21900
7400	22200
7500	22500
7600	22800
7700	23100
7800	23400
7900	23700
8000	24000
8100	24300
8200	24600
8300	24900
8400	25200
8500	25500
8600	25800
8700	26100
8800	26400
8900	26700
9000	27000
9100	27300
9200	27600
9300	27900
9400	28200
9500	28500
9600	28800
9700	29100
9800	29400
9900	29700
10000	30000
10100	30300
10200	30600
10300	30900
10400	31200
10500	31500
10600	31800
10700	32100
10800	32400
10900	32700
11000	33000
11100	33300
11200	33600
11300	33900
11400	34200
11500	34500
11600	34800
11700	35100
11800	35400
11900	35700
12000	36000
12100	36300
12200	36600
12300	36900
12400	37200
12500	37500
12600	37800
12700	38100
12800	38400
12900	38700
13000	39000
13100	39300
13200	39600
13300	39900
13400	40200
13500	40500
13600	40800
13700	41100
13800	41400
13900	41700
14000	42000
14100	42300
14200	42600
14300	42900
14400	43200
14500	43500
14600	43800
14700	44100
14800	44400
14900	44700
15000	45000
15100	45300
15200	45600
15300	45900
15400	46200
15500	46500
15600	46800
15700	47100
15800	47400
15900	47700
16000	48000
16100	48300
16200	48600
16300	48900
16400	49200
16500	49500
16600	49800
16700	50100
16800	50400
16900	50700
17000	51000
17100	51300
17200	51600
17300	51900
17400	52200
17500	52500
17600	52800
17700	53100
17800	53400
17900	53700
18000	54000
18100	54300
18200	54600
18300	54900
18400	55200
18500	55500
18600	55800
18700	56100
18800	56400
18900	56700
19000	57000
19100	57300
19200	57600
19300	57900
19400	58200
19500	58500
19600	58800
19700	59100
19800	59400
19900	59700
20000	60000
