0	0
200	400
400	800
600	1200
800	1600
1000	2000
1200	2400
1400	2800
1600	3200
1800	3600
2000	4000
2200	4400
2400	4800
2600	5200
2800	5600
3000	6000
3200	6400
3400	6800
3600	7200
3800	7600
4000	8000
4200	8400
4400	8800
4600	9200
4800	9600
5000	10000
5200	10400
5400	10800
5600	11200
5800	11600
6000	12000
6200	12400
6400	12800
6600	13200
6800	13600
7000	14000
7200	14400
7400	14800
7600	15200
7800	15600
8000	16000
8200	16400
8400	16800
8600	17200
8800	17600
9000	18000
9200	18400
9400	18800
9600	19200
9800	19600
10000	20000
10200	20400
10400	20800
10600	21200
10800	21600
11000	22000
11200	22400
11400	22800
11600	23200
11800	23600
12000	24000
12200	24400
12400	24800
12600	25200
12800	25600
13000	26000
13200	26400
13400	26800
13600	27200
13800	27600
14000	28000
14200	28400
14400	28800
14600	29200
14800	29600
15000	30000
15200	30400
15400	30800
15600	31200
15800	31600
16000	32000
16200	32400
16400	32800
16600	33200
16800	33600
17000	34000
17200	34400
17400	34800
17600	35200
17800	35600
18000	36000
18200	36400
18400	36800
18600	37200
18800	37600
19000	38000
19200	38400
19400	38800
19600	39200
19800	39600
20000	40000
20200	40400
20400	40800
20600	41200
20800	41600
21000	42000
21200	42400
21400	42800
21600	43200
21800	43600
22000	44000
22200	44400
22400	44800
22600	45200
22800	45600
23000	46000
23200	46400
23400	46800
23600	47200
23800	47600
24000	48000
24200	48400
24400	48800
24600	49200
24800	49600
25000	50000
25200	50400
25400	50800
25600	51200
25800	51600
26000	52000
26200	52400
26400	52800
26600	53200
26800	53600
27000	54000
27200	54400
27400	54800
27600	55200
27800	55600
28000	56000
28200	56400
28400	56800
28600	57200
28800	57600
29000	58000
29200	58400
29400	58800
29600	59200
29800	59600
30000	60000
30200	60400
30400	60800
30600	61200
30800	61600
31000	62000
31200	62400
31400	62800
31600	63200
31800	63600
32000	64000
32200	64400
32400	64800
32600	65200
32800	65600
33000	66000
33200	66400
33400	66800
33600	67200
33800	67600
34000	68000
34200	68400
34400	68800
34600	69200
34800	69600
35000	70000
35200	70400
35400	70800
35600	71200
35800	71600
36000	72000
36200	72400
36400	72800
36600	73200
36800	73600
37000	74000
37200	74400
37400	74800
37600	75200
37800	75600
38000	76000
38200	76400
38400	76800
38600	77200
38800	77600
39000	78000
39200	78400
39400	78800
39600	79200
39800	79600
40000	80000
