0	1
100	10201
200	40401
300	90601
400	160801
500	251001
600	361201
700	491401
800	641601
900	811801
1000	1002001
1100	1212201
1200	1442401
1300	1692601
1400	1962801
1500	2253001
1600	2563201
1700	2893401
1800	3243601
1900	3613801
2000	4004001
2100	4414201
2200	4844401
2300	5294601
2400	5764801
2500	6255001
2600	6765201
2700	7295401
2800	7845601
2900	8415801
3000	9006001
3100	9616201
3200	10246401
3300	10896601
3400	11566801
3500	12257001
3600	12967201
3700	13697401
3800	14447601
3900	15217801
4000	16008001
4100	16818201
4200	17648401
4300	18498601
4400	19368801
4500	20259001
4600	21169201
4700	22099401
4800	23049601
4900	24019801
5000	25010001
5100	26020201
5200	27050401
5300	28100601
5400	29170801
5500	30261001
5600	31371201
5700	32501401
5800	33651601
5900	34821801
6000	36012001
6100	37222201
6200	38452401
6300	39702601
6400	40972801
6500	42263001
6600	43573201
6700	44903401
6800	46253601
6900	47623801
7000	49014001
7100	50424201
7200	51854401
7300	53304601
7400	54774801
7500	56265001
7600	57775201
7700	59305401
7800	60855601
7900	62425801
8000	64016001
8100	65626201
8200	67256401
8300	68906601
8400	70576801
8500	72267001
8600	73977201
8700	75707401
8800	77457601
8900	79227801
9000	81018001
9100	82828201
9200	84658401
9300	86508601
9400	88378801
9500	90269001
9600	92179201
9700	94109401
9800	96059601
9900	98029801
10000	100020001
10100	102030201
10200	104060401
10300	106110601
10400	108180801
10500	110271001
10600	112381201
10700	114511401
10800	116661601
10900	118831801
11000	121022001
11100	123232201
11200	125462401
11300	127712601
11400	129982801
11500	132273001
11600	134583201
11700	136913401
11800	139263601
11900	141633801
12000	144024001
12100	146434201
12200	148864401
12300	151314601
12400	153784801
12500	156275001
12600	158785201
12700	161315401
12800	163865601
12900	166435801
13000	169026001
13100	171636201
13200	174266401
13300	176916601
13400	179586801
13500	182277001
13600	184987201
13700	187717401
13800	190467601
13900	193237801
14000	196028001
14100	198838201
14200	201668401
14300	204518601
14400	207388801
14500	210279001
14600	213189201
14700	216119401
14800	219069601
14900	222039801
15000	225030001
15100	228040201
15200	231070401
15300	234120601
15400	237190801
15500	240281001
15600	243391201
15700	246521401
15800	249671601
15900	252841801
16000	256032001
16100	259242201
16200	262472401
16300	265722601
16400	268992801
16500	272283001
16600	275593201
16700	278923401
16800	282273601
16900	285643801
17000	289034001
17100	292444201
17200	295874401
17300	299324601
17400	302794801
17500	306285001
17600	309795201
17700	313325401
17800	316875601
17900	320445801
18000	324036001
18100	327646201
18200	331276401
18300	334926601
18400	338596801
18500	342287001
18600	345997201
18700	349727401
18800	353477601
18900	357247801
19000	361038001
19100	364848201
19200	368678401
19300	372528601
19400	376398801
19500	380289001
19600	384199201
19700	388129401
19800	392079601
19900	396049801
20000	400040001
