0	1
300	9
600	10
900	10
1200	11
1500	12
1800	12
2100	12
2400	12
2700	13
3000	12
3300	13
3600	13
3900	13
4200	13
4500	13
4800	13
5100	13
5400	14
5700	13
6000	14
6300	13
6600	14
6900	14
7200	14
7500	14
7800	14
8100	14
8400	14
8700	14
9000	15
9300	14
9600	14
9900	15
10200	14
10500	15
10800	15
11100	15
11400	14
11700	15
12000	14
12300	14
12600	15
12900	15
13200	15
13500	15
13800	14
14100	15
14400	15
14700	15
15000	15
15300	15
15600	15
15900	15
16200	15
16500	15
16800	15
17100	15
17400	15
17700	15
18000	15
18300	15
18600	15
18900	15
19200	16
19500	16
19800	15
20100	16
20400	16
20700	15
21000	15
21300	16
21600	16
21900	16
22200	15
22500	16
22800	15
23100	15
23400	16
23700	16
24000	15
24300	16
24600	15
24900	16
25200	15
25500	15
25800	15
26100	16
26400	16
26700	16
27000	16
27300	16
27600	16
27900	16
28200	15
28500	16
28800	16
29100	16
29400	16
29700	16
30000	16
30300	15
30600	16
30900	16
31200	16
31500	16
31800	16
32100	16
32400	16
32700	16
33000	16
33300	16
33600	16
33900	16
34200	16
34500	16
34800	16
35100	16
35400	16
35700	16
36000	16
36300	17
36600	16
36900	16
37200	17
37500	16
37800	17
38100	16
38400	17
38700	16
39000	16
39300	17
39600	16
39900	16
40200	16
40500	17
40800	16
41100	17
41400	17
41700	17
42000	16
42300	16
42600	16
42900	16
43200	17
43500	16
43800	17
44100	16
44400	17
44700	17
45000	16
45300	17
45600	16
45900	17
46200	16
46500	16
46800	16
47100	17
47400	17
47700	17
48000	17
48300	17
48600	17
48900	16
49200	16
49500	17
49800	17
50100	16
50400	17
50700	17
51000	17
51300	17
51600	17
51900	16
52200	16
52500	17
52800	16
53100	17
53400	17
53700	17
54000	16
54300	16
54600	17
54900	17
55200	17
55500	17
55800	17
56100	17
56400	17
56700	17
57000	17
57300	17
57600	17
57900	17
58200	17
58500	17
58800	17
59100	17
59400	17
59700	16
60000	17
